user_id,register_date,location,age
8278,2021-12-24 12:30:18.000000 UTC,Barat,18
8637,2022-02-01 18:37:40.000000 UTC,Barat,18
8684,2022-02-02 07:17:31.000000 UTC,Barat,18
8829,2022-02-11 10:55:43.000000 UTC,Barat,18
8890,2022-02-19 20:34:46.000000 UTC,Barat,18
9013,2022-03-04 07:42:11.000000 UTC,Barat,18
9096,2022-03-09 09:27:28.000000 UTC,Barat,18
9947,2022-06-07 10:36:06.000000 UTC,Barat,18
9993,2022-06-09 22:38:21.000000 UTC,Barat,18
10500,2022-08-16 02:33:33.000000 UTC,Barat,18
10546,2022-08-31 05:07:36.000000 UTC,Barat,18
10638,2022-09-09 17:36:25.000000 UTC,Barat,18
10702,2022-09-26 03:18:49.000000 UTC,Barat,18
10760,2022-10-04 10:01:02.000000 UTC,Barat,18
10812,2022-10-12 23:01:04.000000 UTC,Barat,18
85,2020-01-01 13:30:07.000000 UTC,Barat,19
294,2020-02-05 01:42:57.000000 UTC,Barat,19
329,2020-02-06 14:02:56.000000 UTC,Barat,19
621,2020-03-06 03:34:06.000000 UTC,Barat,19
681,2020-03-09 08:42:06.000000 UTC,Barat,19
872,2020-04-01 09:39:43.000000 UTC,Barat,19
878,2020-04-02 00:08:58.000000 UTC,Barat,19
1030,2020-04-06 22:54:46.000000 UTC,Barat,19
1612,2020-06-01 14:00:24.000000 UTC,Barat,19
1939,2020-06-30 05:57:01.000000 UTC,Barat,19
1999,2020-07-04 07:48:13.000000 UTC,Barat,19
3037,2020-10-02 03:15:21.000000 UTC,Barat,19
4078,2020-12-20 17:18:52.000000 UTC,Barat,19
4107,2020-12-31 11:50:28.000000 UTC,Barat,19
4232,2021-01-04 13:20:17.000000 UTC,Barat,19
4234,2021-01-03 14:36:01.000000 UTC,Barat,19
4246,2021-01-04 14:23:23.000000 UTC,Barat,19
4251,2021-01-04 14:43:01.000000 UTC,Barat,19
4978,2021-03-05 01:51:53.000000 UTC,Barat,19
5041,2021-03-08 06:07:06.000000 UTC,Barat,19
5141,2021-03-14 13:43:52.000000 UTC,Barat,19
5150,2021-03-16 02:18:33.000000 UTC,Barat,19
5547,2021-04-16 22:01:37.000000 UTC,Barat,19
6230,2021-06-12 03:42:15.000000 UTC,Barat,19
7083,2021-09-05 00:45:51.000000 UTC,Barat,19
7500,2021-10-08 01:16:05.000000 UTC,Barat,19
7686,2021-11-02 14:58:33.000000 UTC,Barat,19
7824,2021-11-07 05:57:02.000000 UTC,Barat,19
8414,2022-01-04 16:15:44.000000 UTC,Barat,19
8501,2022-01-10 05:01:53.000000 UTC,Barat,19
8658,2022-02-01 15:38:17.000000 UTC,Barat,19
8892,2022-02-19 09:43:35.000000 UTC,Barat,19
8894,2022-02-19 08:39:27.000000 UTC,Barat,19
9295,2022-04-03 04:26:39.000000 UTC,Barat,19
9630,2022-05-04 23:07:01.000000 UTC,Barat,19
9936,2022-06-06 09:25:51.000000 UTC,Barat,19
10146,2022-07-02 17:57:23.000000 UTC,Barat,19
10237,2022-07-06 11:55:53.000000 UTC,Barat,19
10644,2022-09-08 23:31:55.000000 UTC,Barat,19
10763,2022-10-05 16:43:32.000000 UTC,Barat,19
317,2020-02-06 06:44:10.000000 UTC,Barat,20
1340,2020-05-04 15:46:34.000000 UTC,Barat,20
1921,2020-06-27 05:23:47.000000 UTC,Barat,20
2798,2020-09-05 08:18:43.000000 UTC,Barat,20
3789,2020-12-01 02:15:29.000000 UTC,Barat,20
3974,2020-12-11 15:50:44.000000 UTC,Barat,20
4237,2021-01-04 14:11:06.000000 UTC,Barat,20
5160,2021-03-17 20:48:58.000000 UTC,Barat,20
5253,2021-03-31 03:24:30.000000 UTC,Barat,20
5381,2021-04-05 18:52:25.000000 UTC,Barat,20
5664,2021-05-01 05:23:27.000000 UTC,Barat,20
5820,2021-05-09 08:03:08.000000 UTC,Barat,20
6353,2021-07-01 17:59:36.000000 UTC,Barat,20
6436,2021-07-03 04:46:33.000000 UTC,Barat,20
6940,2021-08-16 18:11:35.000000 UTC,Barat,20
7037,2021-09-03 03:23:32.000000 UTC,Barat,20
7328,2021-09-30 15:59:27.000000 UTC,Barat,20
7631,2021-10-25 06:26:51.000000 UTC,Barat,20
7816,2021-11-05 20:57:19.000000 UTC,Barat,20
8456,2022-01-08 08:26:35.000000 UTC,Barat,20
8495,2022-01-09 14:21:43.000000 UTC,Barat,20
8677,2022-02-02 17:14:16.000000 UTC,Barat,20
8752,2022-02-05 19:13:32.000000 UTC,Barat,20
8924,2022-02-27 03:05:04.000000 UTC,Barat,20
9243,2022-04-01 03:47:20.000000 UTC,Barat,20
9282,2022-04-01 16:32:23.000000 UTC,Barat,20
9379,2022-04-05 20:32:02.000000 UTC,Barat,20
9754,2022-05-17 23:19:38.000000 UTC,Barat,20
9841,2022-06-02 14:18:04.000000 UTC,Barat,20
10212,2022-07-04 05:31:56.000000 UTC,Barat,20
10576,2022-09-02 03:47:39.000000 UTC,Barat,20
10730,2022-10-01 14:22:59.000000 UTC,Barat,20
10734,2022-10-02 12:37:18.000000 UTC,Barat,20
10802,2022-10-12 02:06:37.000000 UTC,Barat,20
277,2020-02-01 23:39:53.000000 UTC,Barat,21
350,2020-02-08 07:59:42.000000 UTC,Barat,21
483,2020-02-28 21:19:52.000000 UTC,Barat,21
824,2020-03-26 12:21:16.000000 UTC,Barat,21
836,2020-03-29 21:34:29.000000 UTC,Barat,21
980,2020-04-05 07:57:56.000000 UTC,Barat,21
1106,2020-04-12 16:56:31.000000 UTC,Barat,21
1250,2020-05-02 10:30:10.000000 UTC,Barat,21
1524,2020-05-17 20:01:29.000000 UTC,Barat,21
1725,2020-06-06 02:28:08.000000 UTC,Barat,21
2096,2020-07-06 11:36:31.000000 UTC,Barat,21
2160,2020-07-10 14:41:33.000000 UTC,Barat,21
2239,2020-07-18 10:11:55.000000 UTC,Barat,21
2382,2020-08-04 01:28:49.000000 UTC,Barat,21
2508,2020-08-12 06:01:10.000000 UTC,Barat,21
2837,2020-09-08 20:45:26.000000 UTC,Barat,21
3379,2020-10-31 08:54:45.000000 UTC,Barat,21
3686,2020-11-18 22:52:25.000000 UTC,Barat,21
3815,2020-12-03 04:13:49.000000 UTC,Barat,21
4179,2021-01-02 17:31:56.000000 UTC,Barat,21
4710,2021-02-10 22:46:45.000000 UTC,Barat,21
5029,2021-03-06 00:08:26.000000 UTC,Barat,21
5756,2021-05-05 15:31:52.000000 UTC,Barat,21
6131,2021-06-05 20:37:11.000000 UTC,Barat,21
6191,2021-06-08 11:35:31.000000 UTC,Barat,21
6610,2021-07-17 06:16:15.000000 UTC,Barat,21
6833,2021-08-07 02:55:17.000000 UTC,Barat,21
7084,2021-09-04 15:21:34.000000 UTC,Barat,21
7103,2021-09-03 18:28:38.000000 UTC,Barat,21
7184,2021-09-08 22:30:56.000000 UTC,Barat,21
7761,2021-11-06 02:08:06.000000 UTC,Barat,21
7762,2021-11-04 18:54:58.000000 UTC,Barat,21
7874,2021-11-11 04:29:31.000000 UTC,Barat,21
7980,2021-11-26 22:29:34.000000 UTC,Barat,21
8103,2021-12-03 16:29:04.000000 UTC,Barat,21
8126,2021-12-05 02:27:55.000000 UTC,Barat,21
8158,2021-12-07 22:01:10.000000 UTC,Barat,21
8644,2022-02-01 03:38:51.000000 UTC,Barat,21
9873,2022-06-03 07:57:19.000000 UTC,Barat,21
9961,2022-06-06 16:51:13.000000 UTC,Barat,21
10157,2022-07-01 14:52:01.000000 UTC,Barat,21
10232,2022-07-06 01:25:26.000000 UTC,Barat,21
10309,2022-07-15 18:40:21.000000 UTC,Barat,21
10352,2022-07-23 02:27:03.000000 UTC,Barat,21
10407,2022-08-04 17:36:01.000000 UTC,Barat,21
10420,2022-08-04 08:09:48.000000 UTC,Barat,21
10595,2022-09-03 13:54:39.000000 UTC,Barat,21
305,2020-02-04 23:25:32.000000 UTC,Barat,22
1555,2020-05-26 01:48:23.000000 UTC,Barat,22
2098,2020-07-05 16:25:22.000000 UTC,Barat,22
2517,2020-08-11 07:24:09.000000 UTC,Barat,22
2533,2020-08-14 11:42:09.000000 UTC,Barat,22
2638,2020-08-30 22:51:38.000000 UTC,Barat,22
2855,2020-09-08 23:46:04.000000 UTC,Barat,22
2891,2020-09-13 04:42:33.000000 UTC,Barat,22
3058,2020-10-02 04:52:49.000000 UTC,Barat,22
3093,2020-10-02 23:10:04.000000 UTC,Barat,22
3548,2020-11-07 14:56:44.000000 UTC,Barat,22
3594,2020-11-08 01:09:00.000000 UTC,Barat,22
3664,2020-11-13 18:33:16.000000 UTC,Barat,22
4386,2021-01-14 12:29:41.000000 UTC,Barat,22
4476,2021-02-01 09:13:46.000000 UTC,Barat,22
4725,2021-02-11 15:36:14.000000 UTC,Barat,22
5203,2021-03-22 09:15:05.000000 UTC,Barat,22
5346,2021-04-03 19:14:57.000000 UTC,Barat,22
5361,2021-04-03 12:39:55.000000 UTC,Barat,22
6044,2021-06-02 03:49:36.000000 UTC,Barat,22
6364,2021-07-01 23:22:18.000000 UTC,Barat,22
6855,2021-08-07 13:36:27.000000 UTC,Barat,22
7269,2021-09-19 09:40:55.000000 UTC,Barat,22
7299,2021-09-26 01:01:18.000000 UTC,Barat,22
7668,2021-10-31 08:21:18.000000 UTC,Barat,22
7780,2021-11-05 09:38:56.000000 UTC,Barat,22
7860,2021-11-10 11:03:47.000000 UTC,Barat,22
8066,2021-12-04 00:07:29.000000 UTC,Barat,22
8261,2021-12-19 11:05:59.000000 UTC,Barat,22
8833,2022-02-12 01:58:24.000000 UTC,Barat,22
8876,2022-02-17 10:27:01.000000 UTC,Barat,22
9461,2022-04-13 13:06:11.000000 UTC,Barat,22
9729,2022-05-14 23:56:19.000000 UTC,Barat,22
10058,2022-06-19 07:33:26.000000 UTC,Barat,22
10062,2022-06-19 05:00:23.000000 UTC,Barat,22
10093,2022-06-30 09:45:10.000000 UTC,Barat,22
10581,2022-09-03 19:11:48.000000 UTC,Barat,22
10677,2022-09-16 18:16:03.000000 UTC,Barat,22
54,2019-12-12 08:28:52.000000 UTC,Barat,23
231,2020-01-31 11:08:25.000000 UTC,Barat,23
1006,2020-04-04 09:02:57.000000 UTC,Barat,23
1279,2020-05-03 10:04:03.000000 UTC,Barat,23
1419,2020-05-08 18:25:44.000000 UTC,Barat,23
1443,2020-05-09 22:43:27.000000 UTC,Barat,23
1565,2020-05-29 20:21:30.000000 UTC,Barat,23
1781,2020-06-10 01:53:17.000000 UTC,Barat,23
1860,2020-06-16 20:24:09.000000 UTC,Barat,23
2248,2020-07-20 19:41:03.000000 UTC,Barat,23
2794,2020-09-05 12:04:29.000000 UTC,Barat,23
3248,2020-10-10 19:22:41.000000 UTC,Barat,23
3302,2020-10-16 15:43:39.000000 UTC,Barat,23
3627,2020-11-10 21:00:18.000000 UTC,Barat,23
3714,2020-11-24 02:41:32.000000 UTC,Barat,23
4077,2020-12-19 11:42:02.000000 UTC,Barat,23
4303,2021-01-08 02:44:21.000000 UTC,Barat,23
4507,2021-01-31 22:32:06.000000 UTC,Barat,23
4746,2021-02-14 02:52:01.000000 UTC,Barat,23
5080,2021-03-10 07:51:11.000000 UTC,Barat,23
6467,2021-07-05 06:46:05.000000 UTC,Barat,23
7270,2021-09-18 09:43:46.000000 UTC,Barat,23
7737,2021-11-03 15:36:39.000000 UTC,Barat,23
8064,2021-12-02 16:51:48.000000 UTC,Barat,23
8551,2022-01-18 04:27:27.000000 UTC,Barat,23
8643,2022-02-01 10:43:24.000000 UTC,Barat,23
9285,2022-04-03 00:58:47.000000 UTC,Barat,23
9455,2022-04-12 07:24:13.000000 UTC,Barat,23
9457,2022-04-14 02:46:56.000000 UTC,Barat,23
10209,2022-07-05 11:01:33.000000 UTC,Barat,23
10601,2022-09-03 15:29:57.000000 UTC,Barat,23
10701,2022-09-25 14:05:39.000000 UTC,Barat,23
10837,2022-10-24 11:32:44.000000 UTC,Barat,23
634,2020-03-07 06:51:36.000000 UTC,Barat,24
765,2020-03-15 15:51:14.000000 UTC,Barat,24
1154,2020-04-19 02:31:43.000000 UTC,Barat,24
1490,2020-05-13 13:02:04.000000 UTC,Barat,24
1506,2020-05-15 12:04:27.000000 UTC,Barat,24
1606,2020-06-01 06:44:11.000000 UTC,Barat,24
2208,2020-07-14 23:54:13.000000 UTC,Barat,24
2401,2020-08-03 14:44:07.000000 UTC,Barat,24
3061,2020-10-01 20:39:13.000000 UTC,Barat,24
3514,2020-11-06 16:49:09.000000 UTC,Barat,24
3663,2020-11-14 00:46:59.000000 UTC,Barat,24
3697,2020-11-19 09:25:18.000000 UTC,Barat,24
3715,2020-11-24 00:14:14.000000 UTC,Barat,24
3826,2020-12-03 07:52:55.000000 UTC,Barat,24
3997,2020-12-13 05:00:08.000000 UTC,Barat,24
4926,2021-03-02 23:17:18.000000 UTC,Barat,24
5601,2021-04-30 21:11:53.000000 UTC,Barat,24
6122,2021-06-06 01:04:37.000000 UTC,Barat,24
7024,2021-09-01 07:47:51.000000 UTC,Barat,24
7201,2021-09-10 14:56:36.000000 UTC,Barat,24
7236,2021-09-13 23:31:50.000000 UTC,Barat,24
7271,2021-09-18 19:06:37.000000 UTC,Barat,24
7392,2021-10-01 15:26:03.000000 UTC,Barat,24
7682,2021-11-01 04:29:24.000000 UTC,Barat,24
8063,2021-12-04 06:40:50.000000 UTC,Barat,24
8624,2022-01-31 10:03:52.000000 UTC,Barat,24
8663,2022-02-02 22:41:43.000000 UTC,Barat,24
9161,2022-03-13 07:49:29.000000 UTC,Barat,24
9188,2022-03-17 17:37:05.000000 UTC,Barat,24
9496,2022-04-18 23:08:14.000000 UTC,Barat,24
9898,2022-06-03 14:02:14.000000 UTC,Barat,24
9955,2022-06-06 18:47:54.000000 UTC,Barat,24
10162,2022-07-02 22:47:43.000000 UTC,Barat,24
10968,2022-11-20 04:46:11.000000 UTC,Barat,24
11049,2022-12-09 15:17:36.000000 UTC,Barat,24
26,2019-12-02 12:05:46.000000 UTC,Barat,25
31,2019-12-03 00:54:52.000000 UTC,Barat,25
482,2020-02-28 16:18:09.000000 UTC,Barat,25
492,2020-02-29 08:38:39.000000 UTC,Barat,25
853,2020-03-31 05:44:54.000000 UTC,Barat,25
954,2020-04-03 11:57:21.000000 UTC,Barat,25
1132,2020-04-15 03:43:46.000000 UTC,Barat,25
1415,2020-05-09 14:37:30.000000 UTC,Barat,25
1750,2020-06-07 08:56:48.000000 UTC,Barat,25
2214,2020-07-14 18:08:40.000000 UTC,Barat,25
2503,2020-08-09 15:49:36.000000 UTC,Barat,25
2871,2020-09-11 09:37:01.000000 UTC,Barat,25
3060,2020-10-02 00:58:51.000000 UTC,Barat,25
3071,2020-10-02 10:57:28.000000 UTC,Barat,25
3113,2020-10-04 01:42:54.000000 UTC,Barat,25
3142,2020-10-04 19:29:07.000000 UTC,Barat,25
3147,2020-10-05 01:32:26.000000 UTC,Barat,25
3182,2020-10-07 04:25:48.000000 UTC,Barat,25
3847,2020-12-04 10:55:47.000000 UTC,Barat,25
4075,2020-12-19 22:33:52.000000 UTC,Barat,25
4540,2021-02-02 10:09:36.000000 UTC,Barat,25
4669,2021-02-07 19:05:44.000000 UTC,Barat,25
4696,2021-02-09 01:36:53.000000 UTC,Barat,25
4758,2021-02-14 20:50:17.000000 UTC,Barat,25
4764,2021-02-14 15:01:15.000000 UTC,Barat,25
4901,2021-03-02 23:36:36.000000 UTC,Barat,25
4903,2021-03-03 09:53:15.000000 UTC,Barat,25
6019,2021-06-02 00:19:47.000000 UTC,Barat,25
6156,2021-06-05 11:50:00.000000 UTC,Barat,25
6280,2021-06-18 02:00:33.000000 UTC,Barat,25
6928,2021-08-15 02:43:07.000000 UTC,Barat,25
7021,2021-09-02 12:17:10.000000 UTC,Barat,25
7151,2021-09-06 15:28:07.000000 UTC,Barat,25
7330,2021-09-30 06:52:40.000000 UTC,Barat,25
7615,2021-10-23 11:07:37.000000 UTC,Barat,25
7680,2021-11-02 13:52:21.000000 UTC,Barat,25
7697,2021-11-02 13:48:25.000000 UTC,Barat,25
7715,2021-11-02 10:03:44.000000 UTC,Barat,25
7749,2021-11-05 09:25:55.000000 UTC,Barat,25
7754,2021-11-05 11:20:01.000000 UTC,Barat,25
7968,2021-11-22 07:28:59.000000 UTC,Barat,25
8003,2021-11-30 23:52:05.000000 UTC,Barat,25
8280,2021-12-24 22:20:19.000000 UTC,Barat,25
8836,2022-02-12 13:17:09.000000 UTC,Barat,25
8960,2022-03-02 20:29:33.000000 UTC,Barat,25
8997,2022-03-03 08:09:13.000000 UTC,Barat,25
9026,2022-03-05 03:11:28.000000 UTC,Barat,25
9296,2022-04-02 22:15:38.000000 UTC,Barat,25
9327,2022-04-03 20:50:08.000000 UTC,Barat,25
9412,2022-04-09 03:51:27.000000 UTC,Barat,25
9608,2022-05-03 18:50:53.000000 UTC,Barat,25
9854,2022-06-03 08:28:32.000000 UTC,Barat,25
9927,2022-06-04 02:52:48.000000 UTC,Barat,25
10283,2022-07-10 14:28:28.000000 UTC,Barat,25
10408,2022-08-03 19:03:53.000000 UTC,Barat,25
10441,2022-08-07 07:18:30.000000 UTC,Barat,25
10602,2022-09-04 04:13:20.000000 UTC,Barat,25
10642,2022-09-08 11:28:14.000000 UTC,Barat,25
10674,2022-09-15 22:54:41.000000 UTC,Barat,25
10733,2022-10-01 06:24:20.000000 UTC,Barat,25
1129,2020-04-14 16:51:56.000000 UTC,Barat,26
1274,2020-05-02 08:31:58.000000 UTC,Barat,26
1679,2020-06-05 10:57:12.000000 UTC,Barat,26
2306,2020-07-31 04:46:51.000000 UTC,Barat,26
3105,2020-10-03 20:12:15.000000 UTC,Barat,26
3251,2020-10-10 11:12:21.000000 UTC,Barat,26
3505,2020-11-04 20:28:13.000000 UTC,Barat,26
3593,2020-11-09 10:05:49.000000 UTC,Barat,26
3629,2020-11-10 13:22:37.000000 UTC,Barat,26
4158,2021-01-02 02:56:30.000000 UTC,Barat,26
4233,2021-01-02 22:04:20.000000 UTC,Barat,26
4348,2021-01-11 07:02:20.000000 UTC,Barat,26
4394,2021-01-16 09:33:21.000000 UTC,Barat,26
4726,2021-02-12 21:08:05.000000 UTC,Barat,26
5235,2021-03-31 10:28:48.000000 UTC,Barat,26
5619,2021-04-29 22:04:20.000000 UTC,Barat,26
5732,2021-05-03 12:33:21.000000 UTC,Barat,26
6516,2021-07-07 10:06:03.000000 UTC,Barat,26
6575,2021-07-12 05:23:57.000000 UTC,Barat,26
6815,2021-08-06 08:12:00.000000 UTC,Barat,26
7432,2021-10-03 04:49:47.000000 UTC,Barat,26
8970,2022-03-03 03:37:47.000000 UTC,Barat,26
9568,2022-05-01 18:06:09.000000 UTC,Barat,26
9672,2022-05-07 11:59:00.000000 UTC,Barat,26
9745,2022-05-15 21:12:08.000000 UTC,Barat,26
10172,2022-07-03 12:10:44.000000 UTC,Barat,26
10911,2022-11-04 15:21:32.000000 UTC,Barat,26
