transactions_id,transaction_items_id,product_qty,product_amount,product_price,product_id
113,315,2,32000,16000,50
122,336,2,32000,16000,50
147,405,2,32000,16000,50
169,468,2,32000,16000,50
288,777,2,32000,16000,50
428,1166,2,32000,16000,50
577,1572,2,32000,16000,50
585,1597,2,32000,16000,50
628,1705,2,32000,16000,50
650,1771,2,32000,16000,50
722,1968,2,32000,16000,50
728,1993,2,32000,16000,50
732,2003,2,32000,16000,50
759,2079,2,32000,16000,50
780,2144,2,32000,16000,50
794,2181,2,32000,16000,50
823,2268,2,32000,16000,50
938,2590,2,32000,16000,50
950,2633,2,32000,16000,50
1051,2905,2,32000,16000,50
1142,3144,2,32000,16000,50
1155,3180,2,32000,16000,50
1223,3374,2,32000,16000,50
1621,4488,2,32000,16000,50
1705,4743,2,32000,16000,50
1737,4836,2,32000,16000,50
1762,4914,2,32000,16000,50
1833,5113,2,32000,16000,50
1835,5119,2,32000,16000,50
2046,5713,2,32000,16000,50
2304,6472,2,32000,16000,50
2468,6919,2,32000,16000,50
2517,7061,2,32000,16000,50
2590,7289,2,32000,16000,50
2642,7457,2,32000,16000,50
2653,7489,2,32000,16000,50
2679,7570,2,32000,16000,50
2715,7667,2,32000,16000,50
2726,7699,2,32000,16000,50
2813,7963,2,32000,16000,50
2851,8086,2,32000,16000,50
2858,8108,2,32000,16000,50
2868,8145,2,32000,16000,50
2899,8224,2,32000,16000,50
2977,8447,2,32000,16000,50
3032,8595,2,32000,16000,50
3110,8813,2,32000,16000,50
3156,8928,2,32000,16000,50
3157,8931,2,32000,16000,50
3364,9522,2,32000,16000,50
3490,9884,2,32000,16000,50
3538,10015,2,32000,16000,50
3541,10022,2,32000,16000,50
3561,10087,2,32000,16000,50
3617,10254,2,32000,16000,50
3619,10257,2,32000,16000,50
3620,10261,2,32000,16000,50
3671,10405,2,32000,16000,50
3809,10825,2,32000,16000,50
3879,11042,2,32000,16000,50
4027,11465,2,32000,16000,50
4186,11925,2,32000,16000,50
4210,11999,2,32000,16000,50
4239,12082,2,32000,16000,50
4328,12337,2,32000,16000,50
4472,12766,2,32000,16000,50
4495,12838,2,32000,16000,50
4512,12894,2,32000,16000,50
4530,12949,2,32000,16000,50
4573,13078,2,32000,16000,50
4585,13108,2,32000,16000,50
4630,13249,2,32000,16000,50
4638,13268,2,32000,16000,50
4881,13991,2,32000,16000,50
4919,14110,2,32000,16000,50
4979,14286,2,32000,16000,50
5113,14672,2,32000,16000,50
5132,14733,2,32000,16000,50
5184,14898,2,32000,16000,50
5214,14989,2,32000,16000,50
5217,14996,2,32000,16000,50
5370,15464,2,32000,16000,50
5396,15541,2,32000,16000,50
5407,15569,2,32000,16000,50
5473,15761,2,32000,16000,50
5579,16072,2,32000,16000,50
5599,16124,2,32000,16000,50
5665,16309,2,32000,16000,50
5677,16344,2,32000,16000,50
5682,16351,2,32000,16000,50
5788,16674,2,32000,16000,50
5794,16691,2,32000,16000,50
5869,16908,2,32000,16000,50
5873,16919,2,32000,16000,50
6021,17377,2,32000,16000,50
6077,17532,2,32000,16000,50
6098,17586,2,32000,16000,50
6127,17673,2,32000,16000,50
6188,17847,2,32000,16000,50
6201,17888,2,32000,16000,50
6209,17914,2,32000,16000,50
6232,17979,2,32000,16000,50
6328,18246,2,32000,16000,50
6348,18302,2,32000,16000,50
6355,18319,2,32000,16000,50
6373,18371,2,32000,16000,50
6486,18683,2,32000,16000,50
6567,18923,2,32000,16000,50
6580,18968,2,32000,16000,50
6589,18996,2,32000,16000,50
6624,19097,2,32000,16000,50
6630,19124,2,32000,16000,50
6825,19693,2,32000,16000,50
6837,19741,2,32000,16000,50
6844,19758,2,32000,16000,50
6915,19993,2,32000,16000,50
6957,20119,2,32000,16000,50
7000,20254,2,32000,16000,50
7030,20342,2,32000,16000,50
7073,20477,2,32000,16000,50
7199,20858,2,32000,16000,50
7272,21117,2,32000,16000,50
7301,21211,2,32000,16000,50
7349,21353,2,32000,16000,50
7355,21375,2,32000,16000,50
7378,21438,2,32000,16000,50
7408,21527,2,32000,16000,50
7414,21547,2,32000,16000,50
7643,22258,2,32000,16000,50
7657,22304,2,32000,16000,50
7709,22472,2,32000,16000,50
7724,22523,2,32000,16000,50
7744,22584,2,32000,16000,50
7779,22688,2,32000,16000,50
7816,22803,2,32000,16000,50
8037,23493,2,32000,16000,50
8049,23534,2,32000,16000,50
8104,23695,2,32000,16000,50
8110,23713,2,32000,16000,50
8149,23839,2,32000,16000,50
8250,24143,2,32000,16000,50
8270,24206,2,32000,16000,50
8288,24275,2,32000,16000,50
8317,24367,2,32000,16000,50
8339,24444,2,32000,16000,50
8525,25055,2,32000,16000,50
8681,25582,2,32000,16000,50
8761,25824,2,32000,16000,50
8764,25836,2,32000,16000,50
8771,25857,2,32000,16000,50
8870,26174,2,32000,16000,50
8891,26251,2,32000,16000,50
8922,26347,2,32000,16000,50
9021,26652,2,32000,16000,50
9030,26684,2,32000,16000,50
9113,26924,2,32000,16000,50
9176,27129,2,32000,16000,50
9193,27185,2,32000,16000,50
9233,27320,2,32000,16000,50
9280,27472,2,32000,16000,50
9323,27622,2,32000,16000,50
9397,27841,2,32000,16000,50
9408,27874,2,32000,16000,50
9422,27923,2,32000,16000,50
9427,27934,2,32000,16000,50
9531,28245,2,32000,16000,50
9547,28294,2,32000,16000,50
9555,28322,2,32000,16000,50
9560,28337,2,32000,16000,50
9637,28600,2,32000,16000,50
9867,29330,2,32000,16000,50
9888,29389,2,32000,16000,50
9986,29709,2,32000,16000,50
10004,29767,2,32000,16000,50
10058,29931,2,32000,16000,50
10091,30040,2,32000,16000,50
10149,30226,2,32000,16000,50
10203,30394,2,32000,16000,50
10411,31052,2,32000,16000,50
10425,31098,2,32000,16000,50
10432,31124,2,32000,16000,50
10520,31424,2,32000,16000,50
10534,31476,2,32000,16000,50
10546,31518,2,32000,16000,50
10569,31587,2,32000,16000,50
10643,31849,2,32000,16000,50
10651,31874,2,32000,16000,50
10670,31932,2,32000,16000,50
10677,31956,2,32000,16000,50
10702,32030,2,32000,16000,50
10878,32561,2,32000,16000,50
10896,32621,2,32000,16000,50
10923,32701,2,32000,16000,50
10953,32795,2,32000,16000,50
10998,32936,2,32000,16000,50
11012,32979,2,32000,16000,50
11054,33115,2,32000,16000,50
11446,34297,2,32000,16000,50
11460,34341,2,32000,16000,50
11913,35794,2,32000,16000,50
11981,36027,2,32000,16000,50
12032,36207,2,32000,16000,50
12079,36366,2,32000,16000,50
12143,36555,2,32000,16000,50
12173,36645,2,32000,16000,50
12186,36683,2,32000,16000,50
12263,36892,2,32000,16000,50
12307,37018,2,32000,16000,50
12341,37111,2,32000,16000,50
12357,37169,2,32000,16000,50
12468,37465,2,32000,16000,50
12544,37696,2,32000,16000,50
12705,38166,2,32000,16000,50
12827,38505,2,32000,16000,50
12914,38754,2,32000,16000,50
12938,38823,2,32000,16000,50
13019,39068,2,32000,16000,50
13025,39090,2,32000,16000,50
13147,39431,2,32000,16000,50
13150,39442,2,32000,16000,50
13229,39660,2,32000,16000,50
13386,40146,2,32000,16000,50
13511,40491,2,32000,16000,50
13554,40620,2,32000,16000,50
13575,40694,2,32000,16000,50
13820,41429,2,32000,16000,50
13830,41452,2,32000,16000,50
13882,41604,2,32000,16000,50
13907,41680,2,32000,16000,50
14039,42063,2,32000,16000,50
14044,42076,2,32000,16000,50
14093,42224,2,32000,16000,50
14109,42260,2,32000,16000,50
14138,42342,2,32000,16000,50
14257,42694,2,32000,16000,50
14273,42739,2,32000,16000,50
14329,42890,2,32000,16000,50
14388,43041,2,32000,16000,50
14525,43442,2,32000,16000,50
14707,43963,2,32000,16000,50
14830,44316,2,32000,16000,50
14883,44470,2,32000,16000,50
14889,44494,2,32000,16000,50
15040,44919,2,32000,16000,50
15043,44929,2,32000,16000,50
15059,44975,2,32000,16000,50
15068,45002,2,32000,16000,50
15095,45080,2,32000,16000,50
15107,45117,2,32000,16000,50
15166,45278,2,32000,16000,50
15178,45318,2,32000,16000,50
15446,46030,2,32000,16000,50
15483,46140,2,32000,16000,50
15490,46162,2,32000,16000,50
15587,46420,2,32000,16000,50
15595,46452,2,32000,16000,50
15631,46562,2,32000,16000,50
15637,46576,2,32000,16000,50
15689,46730,2,32000,16000,50
15725,46838,2,32000,16000,50
15792,47019,2,32000,16000,50
16176,48103,2,32000,16000,50
16245,48292,2,32000,16000,50
16282,48395,2,32000,16000,50
16309,48475,2,32000,16000,50
16333,48543,2,32000,16000,50
16432,48823,2,32000,16000,50
16599,49276,2,32000,16000,50
16606,49294,2,32000,16000,50
16638,49373,2,32000,16000,50
16712,49563,2,32000,16000,50
16944,50186,2,32000,16000,50
17011,50355,2,32000,16000,50
17051,50489,2,32000,16000,50
17077,50564,2,32000,16000,50
17125,50708,2,32000,16000,50
17212,50953,2,32000,16000,50
17264,51102,2,32000,16000,50
17390,51459,2,32000,16000,50
17471,51703,2,32000,16000,50
17544,51901,2,32000,16000,50
17629,52111,2,32000,16000,50
17806,52582,2,32000,16000,50
17841,52681,2,32000,16000,50
17960,53023,2,32000,16000,50
18027,53211,2,32000,16000,50
18081,53352,2,32000,16000,50
18097,53394,2,32000,16000,50
18401,54214,2,32000,16000,50
18439,54315,2,32000,16000,50
18635,54844,2,32000,16000,50
18637,54848,2,32000,16000,50
18638,54854,2,32000,16000,50
18691,54994,2,32000,16000,50
19200,56370,2,32000,16000,50
19201,56377,2,32000,16000,50
19273,56566,2,32000,16000,50
19508,57160,2,32000,16000,50
19510,57168,2,32000,16000,50
19549,57263,2,32000,16000,50
19571,57331,2,32000,16000,50
19641,57523,2,32000,16000,50
19715,57714,2,32000,16000,50
19798,57919,2,32000,16000,50
19992,58421,2,32000,16000,50
20002,58454,2,32000,16000,50
20039,58572,2,32000,16000,50
20079,58696,2,32000,16000,50
20197,59047,2,32000,16000,50
20217,59124,2,32000,16000,50
20239,59181,2,32000,16000,50
20384,59605,2,32000,16000,50
20463,59837,2,32000,16000,50
20501,59948,2,32000,16000,50
20594,60228,2,32000,16000,50
20614,60291,2,32000,16000,50
20624,60331,2,32000,16000,50
20678,60495,2,32000,16000,50
20679,60498,2,32000,16000,50
20793,60878,2,32000,16000,50
20818,60957,2,32000,16000,50
20876,61125,2,32000,16000,50
20943,61323,2,32000,16000,50
20995,61462,2,32000,16000,50
20998,61470,2,32000,16000,50
21089,61732,2,32000,16000,50
21118,61816,2,32000,16000,50
21127,61843,2,32000,16000,50
21224,62100,2,32000,16000,50
21260,62202,2,32000,16000,50
21414,62697,2,32000,16000,50
21429,62742,2,32000,16000,50
21453,62830,2,32000,16000,50
21524,63057,2,32000,16000,50
21543,63112,2,32000,16000,50
21580,63228,2,32000,16000,50
21670,63484,2,32000,16000,50
21675,63499,2,32000,16000,50
21718,63629,2,32000,16000,50
21734,63676,2,32000,16000,50
21902,64168,2,32000,16000,50
21926,64230,2,32000,16000,50
22094,64790,2,32000,16000,50
22136,64921,2,32000,16000,50
22227,65192,2,32000,16000,50
22390,65672,2,32000,16000,50
22423,65757,2,32000,16000,50
22529,66082,2,32000,16000,50
22534,66099,2,32000,16000,50
22573,66207,2,32000,16000,50
22633,66383,2,32000,16000,50
22658,66463,2,32000,16000,50
22683,66528,2,32000,16000,50
22754,66742,2,32000,16000,50
22820,66933,2,32000,16000,50
22841,66992,2,32000,16000,50
22858,67036,2,32000,16000,50
22914,67193,2,32000,16000,50
23142,67825,2,32000,16000,50
23223,68083,2,32000,16000,50
23346,68468,2,32000,16000,50
23407,68642,2,32000,16000,50
23457,68785,2,32000,16000,50
23462,68798,2,32000,16000,50
23476,68838,2,32000,16000,50
23533,69023,2,32000,16000,50
23658,69420,2,32000,16000,50
23763,69752,2,32000,16000,50
23839,69955,2,32000,16000,50
23922,70206,2,32000,16000,50
23974,70351,2,32000,16000,50
24003,70437,2,32000,16000,50
24060,70597,2,32000,16000,50
24266,71191,2,32000,16000,50
24287,71253,2,32000,16000,50
24367,71503,2,32000,16000,50
24499,71910,2,32000,16000,50
24771,72709,2,32000,16000,50
24879,73037,2,32000,16000,50
24950,73257,2,32000,16000,50
25014,73442,2,32000,16000,50
25026,73486,2,32000,16000,50
25042,73535,2,32000,16000,50
25044,73543,2,32000,16000,50
25174,73943,2,32000,16000,50
25197,74007,2,32000,16000,50
25204,74022,2,32000,16000,50
25281,74246,2,32000,16000,50
25308,74317,2,32000,16000,50
25421,74652,2,32000,16000,50
25537,74983,2,32000,16000,50
25572,75094,2,32000,16000,50
25645,75302,2,32000,16000,50
25694,75445,2,32000,16000,50
25720,75537,2,32000,16000,50
25809,75795,2,32000,16000,50
25902,76077,2,32000,16000,50
25911,76106,2,32000,16000,50
25923,76148,2,32000,16000,50
25993,76363,2,32000,16000,50
26057,76560,2,32000,16000,50
26186,76927,2,32000,16000,50
26196,76953,2,32000,16000,50
26270,77167,2,32000,16000,50
26312,77286,2,32000,16000,50
26324,77332,2,32000,16000,50
26344,77390,2,32000,16000,50
26452,77708,2,32000,16000,50
26456,77719,2,32000,16000,50
26460,77728,2,32000,16000,50
26488,77808,2,32000,16000,50
26530,77946,2,32000,16000,50
26547,77997,2,32000,16000,50
26585,78121,2,32000,16000,50
26631,78248,2,32000,16000,50
26636,78264,2,32000,16000,50
26696,78444,2,32000,16000,50
26998,79335,2,32000,16000,50
27049,79493,2,32000,16000,50
27064,79544,2,32000,16000,50
27115,79682,2,32000,16000,50
27148,79766,2,32000,16000,50
27270,80138,2,32000,16000,50
27350,80387,2,32000,16000,50
27352,80390,2,32000,16000,50
27362,80431,2,32000,16000,50
27396,80537,2,32000,16000,50
27459,80735,2,32000,16000,50
27464,80750,2,32000,16000,50
27573,81047,2,32000,16000,50
27640,81259,2,32000,16000,50
27702,81437,2,32000,16000,50
27758,81615,2,32000,16000,50
27840,81850,2,32000,16000,50
27853,81890,2,32000,16000,50
28012,82380,2,32000,16000,50
28014,82386,2,32000,16000,50
28032,82442,2,32000,16000,50
28090,82608,2,32000,16000,50
28111,82671,2,32000,16000,50
28119,82694,2,32000,16000,50
28272,83137,2,32000,16000,50
28473,83755,2,32000,16000,50
28554,84003,2,32000,16000,50
28643,84283,2,32000,16000,50
28656,84332,2,32000,16000,50
28669,84380,2,32000,16000,50
28682,84425,2,32000,16000,50
28704,84503,2,32000,16000,50
28717,84547,2,32000,16000,50
28847,84928,2,32000,16000,50
28917,85122,2,32000,16000,50
28945,85204,2,32000,16000,50
29105,85663,2,32000,16000,50
29177,85880,2,32000,16000,50
29190,85918,2,32000,16000,50
29234,86057,2,32000,16000,50
29252,86118,2,32000,16000,50
29318,86295,2,32000,16000,50
29439,86607,2,32000,16000,50
29656,87238,2,32000,16000,50
29840,87731,2,32000,16000,50
29976,88113,2,32000,16000,50
30026,88271,2,32000,16000,50
30111,88500,2,32000,16000,50
30186,88709,2,32000,16000,50
30350,89191,2,32000,16000,50
30412,89378,2,32000,16000,50
30615,89924,2,32000,16000,50
30697,90138,2,32000,16000,50
30701,90148,2,32000,16000,50
30725,90207,2,32000,16000,50
30835,90528,2,32000,16000,50
30845,90558,2,32000,16000,50
30944,90835,2,32000,16000,50
30960,90875,2,32000,16000,50
30980,90929,2,32000,16000,50
31065,91165,2,32000,16000,50
31191,91543,2,32000,16000,50
31216,91612,2,32000,16000,50
31299,91861,2,32000,16000,50
31338,91966,2,32000,16000,50
31354,92014,2,32000,16000,50
31446,92292,2,32000,16000,50
31481,92385,2,32000,16000,50
31664,92899,2,32000,16000,50
31788,93204,2,32000,16000,50
31855,93391,2,32000,16000,50
31868,93427,2,32000,16000,50
31891,93493,2,32000,16000,50
31924,93576,2,32000,16000,50
31972,93706,2,32000,16000,50
32021,93819,2,32000,16000,50
32038,93868,2,32000,16000,50
32121,94081,2,32000,16000,50
32243,94367,2,32000,16000,50
32244,94369,2,32000,16000,50
32251,94394,2,32000,16000,50
32273,94461,2,32000,16000,50
32345,94636,2,32000,16000,50
32355,94663,2,32000,16000,50
32390,94762,2,32000,16000,50
32673,95447,2,32000,16000,50
32681,95462,2,32000,16000,50
32861,95897,2,32000,16000,50
32955,96113,2,32000,16000,50
33003,96228,2,32000,16000,50
33090,96447,2,32000,16000,50
33280,96905,2,32000,16000,50
33356,97099,2,32000,16000,50
33376,97152,2,32000,16000,50
33440,97310,2,32000,16000,50
33541,97583,2,32000,16000,50
33636,97797,2,32000,16000,50
33742,98049,2,32000,16000,50
33860,98351,2,32000,16000,50
33902,98448,2,32000,16000,50
33994,98682,2,32000,16000,50
34000,98700,2,32000,16000,50
34092,98936,2,32000,16000,50
34155,99099,2,32000,16000,50
34228,99286,2,32000,16000,50
34424,99750,2,32000,16000,50
34430,99770,2,32000,16000,50
34478,99871,2,32000,16000,50
34536,100023,2,32000,16000,50
34586,100133,2,32000,16000,50
34732,100477,2,32000,16000,50
34752,100519,2,32000,16000,50
34772,100561,2,32000,16000,50
34826,100685,2,32000,16000,50
34940,100968,2,32000,16000,50
35068,101256,2,32000,16000,50
35077,101282,2,32000,16000,50
35375,102029,2,32000,16000,50
35386,102059,2,32000,16000,50
35387,102060,2,32000,16000,50
35517,102386,2,32000,16000,50
35760,102950,2,32000,16000,50
35766,102962,2,32000,16000,50
35817,103083,2,32000,16000,50
35872,103212,2,32000,16000,50
35889,103251,2,32000,16000,50
35892,103258,2,32000,16000,50
35942,103391,2,32000,16000,50
36053,103654,2,32000,16000,50
36172,103914,2,32000,16000,50
36367,104390,2,32000,16000,50
36505,104726,2,32000,16000,50
36528,104773,2,32000,16000,50
36883,105610,2,32000,16000,50
37059,106014,2,32000,16000,50
37192,106326,2,32000,16000,50
37203,106356,2,32000,16000,50
37248,106468,2,32000,16000,50
37350,106704,2,32000,16000,50
37502,107092,2,32000,16000,50
37521,107138,2,32000,16000,50
37701,107564,2,32000,16000,50
37722,107611,2,32000,16000,50
55,156,1,32000,32000,58
87,241,1,32000,32000,58
210,573,1,32000,32000,58
299,812,1,32000,32000,58
397,1075,1,32000,32000,58
474,1293,1,32000,32000,58
492,1342,1,32000,32000,58
536,1452,1,32000,32000,58
645,1752,1,32000,32000,58
681,1860,1,32000,32000,58
941,2597,1,32000,32000,58
1209,3332,1,32000,32000,58
1216,3349,1,32000,32000,58
1245,3436,1,32000,32000,58
1260,3470,1,32000,32000,58
1538,4245,1,32000,32000,58
1602,4438,1,32000,32000,58
1634,4532,1,32000,32000,58
1701,4729,1,32000,32000,58
1744,4854,1,32000,32000,58
1812,5053,1,32000,32000,58
2062,5752,1,32000,32000,58
2107,5896,1,32000,32000,58
2142,6000,1,32000,32000,58
2187,6123,1,32000,32000,58
2191,6138,1,32000,32000,58
2210,6195,1,32000,32000,58
2220,6224,1,32000,32000,58
2392,6704,1,32000,32000,58
2528,7093,1,32000,32000,58
2675,7558,1,32000,32000,58
2706,7646,1,32000,32000,58
2708,7650,1,32000,32000,58
2777,7853,1,32000,32000,58
2801,7922,1,32000,32000,58
2926,8305,1,32000,32000,58
2943,8347,1,32000,32000,58
3045,8629,1,32000,32000,58
3082,8736,1,32000,32000,58
3123,8849,1,32000,32000,58
3359,9509,1,32000,32000,58
3370,9540,1,32000,32000,58
3415,9678,1,32000,32000,58
3466,9825,1,32000,32000,58
3514,9956,1,32000,32000,58
3706,10525,1,32000,32000,58
3724,10578,1,32000,32000,58
3862,10994,1,32000,32000,58
3928,11184,1,32000,32000,58
3999,11380,1,32000,32000,58
4102,11681,1,32000,32000,58
4166,11869,1,32000,32000,58
4348,12397,1,32000,32000,58
4362,12434,1,32000,32000,58
4525,12936,1,32000,32000,58
4597,13144,1,32000,32000,58
5157,14811,1,32000,32000,58
5213,14984,1,32000,32000,58
5464,15736,1,32000,32000,58
5481,15783,1,32000,32000,58
5535,15948,1,32000,32000,58
5758,16581,1,32000,32000,58
5828,16781,1,32000,32000,58
5981,17242,1,32000,32000,58
6019,17369,1,32000,32000,58
6267,18071,1,32000,32000,58
6531,18808,1,32000,32000,58
6606,19041,1,32000,32000,58
6742,19434,1,32000,32000,58
6895,19927,1,32000,32000,58
7052,20416,1,32000,32000,58
7136,20671,1,32000,32000,58
7262,21079,1,32000,32000,58
7361,21386,1,32000,32000,58
7896,23049,1,32000,32000,58
7932,23163,1,32000,32000,58
8174,23911,1,32000,32000,58
8344,24462,1,32000,32000,58
8356,24501,1,32000,32000,58
8610,25342,1,32000,32000,58
8663,25522,1,32000,32000,58
8883,26218,1,32000,32000,58
9132,26991,1,32000,32000,58
9287,27499,1,32000,32000,58
9313,27592,1,32000,32000,58
9444,27995,1,32000,32000,58
10012,29786,1,32000,32000,58
10357,30871,1,32000,32000,58
10378,30938,1,32000,32000,58
10397,31007,1,32000,32000,58
10419,31080,1,32000,32000,58
10422,31087,1,32000,32000,58
10518,31420,1,32000,32000,58
10577,31616,1,32000,32000,58
10639,31831,1,32000,32000,58
10645,31855,1,32000,32000,58
10704,32036,1,32000,32000,58
10715,32078,1,32000,32000,58
10720,32093,1,32000,32000,58
10852,32478,1,32000,32000,58
11072,33171,1,32000,32000,58
11115,33295,1,32000,32000,58
11182,33478,1,32000,32000,58
11441,34282,1,32000,32000,58
11557,34650,1,32000,32000,58
11567,34689,1,32000,32000,58
11576,34719,1,32000,32000,58
11648,34942,1,32000,32000,58
11738,35221,1,32000,32000,58
11826,35496,1,32000,32000,58
11984,36037,1,32000,32000,58
12241,36838,1,32000,32000,58
12513,37604,1,32000,32000,58
12811,38455,1,32000,32000,58
12843,38556,1,32000,32000,58
12881,38664,1,32000,32000,58
12890,38688,1,32000,32000,58
13052,39176,1,32000,32000,58
13608,40791,1,32000,32000,58
14116,42283,1,32000,32000,58
14179,42452,1,32000,32000,58
14204,42531,1,32000,32000,58
14728,44031,1,32000,32000,58
14764,44125,1,32000,32000,58
14921,44587,1,32000,32000,58
14941,44639,1,32000,32000,58
15044,44932,1,32000,32000,58
15096,45082,1,32000,32000,58
15108,45122,1,32000,32000,58
15182,45332,1,32000,32000,58
15313,45686,1,32000,32000,58
15343,45780,1,32000,32000,58
15353,45805,1,32000,32000,58
15407,45936,1,32000,32000,58
15455,46060,1,32000,32000,58
15460,46074,1,32000,32000,58
15461,46075,1,32000,32000,58
15639,46584,1,32000,32000,58
15651,46624,1,32000,32000,58
15654,46637,1,32000,32000,58
15673,46684,1,32000,32000,58
15719,46820,1,32000,32000,58
15785,46995,1,32000,32000,58
15792,47021,1,32000,32000,58
15816,47090,1,32000,32000,58
15821,47107,1,32000,32000,58
15902,47321,1,32000,32000,58
15925,47375,1,32000,32000,58
16136,47980,1,32000,32000,58
16243,48285,1,32000,32000,58
16251,48318,1,32000,32000,58
16279,48386,1,32000,32000,58
16449,48872,1,32000,32000,58
16584,49243,1,32000,32000,58
16610,49307,1,32000,32000,58
16639,49376,1,32000,32000,58
16835,49906,1,32000,32000,58
16983,50282,1,32000,32000,58
17128,50712,1,32000,32000,58
17319,51252,1,32000,32000,58
17348,51331,1,32000,32000,58
17361,51372,1,32000,32000,58
17381,51432,1,32000,32000,58
17522,51842,1,32000,32000,58
17612,52067,1,32000,32000,58
17658,52191,1,32000,32000,58
17714,52339,1,32000,32000,58
18022,53195,1,32000,32000,58
18054,53284,1,32000,32000,58
18130,53485,1,32000,32000,58
18515,54509,1,32000,32000,58
18723,55089,1,32000,32000,58
18927,55606,1,32000,32000,58
19696,57670,1,32000,32000,58
19717,57722,1,32000,32000,58
19722,57730,1,32000,32000,58
19896,58167,1,32000,32000,58
19923,58243,1,32000,32000,58
20120,58818,1,32000,32000,58
20259,59249,1,32000,32000,58
20262,59258,1,32000,32000,58
20272,59291,1,32000,32000,58
20338,59465,1,32000,32000,58
20425,59727,1,32000,32000,58
20432,59744,1,32000,32000,58
20436,59757,1,32000,32000,58
